deposit_type,lead_time,total_of_special_requests,market_segment,adr,arrival_date_week_number,arrival_date_day_of_month,stays_in_week_nights
0,42,0,1,103.84,17,21,3
1,96,0,0,130.0,17,26,2
0,36,0,0,62.0,32,7,2
0,0,0,2,112.2,40,30,1
0,0,0,3,78.0,46,7,1
0,56,0,1,220.8,5,3,2
0,23,2,1,91.6,47,18,2
0,49,2,2,72.25,25,17,3
0,177,1,0,96.0,28,9,1
0,0,0,3,102.0,14,3,1
0,207,0,2,74.0,39,26,1
0,107,1,2,136.35,32,7,6
0,210,0,2,72.75,41,8,3
1,393,0,0,70.53,12,19,1
0,199,1,1,89.1,27,6,3
0,55,1,1,140.0,23,5,3
0,337,0,2,72.2,25,22,5
0,26,1,3,108.0,28,15,1
0,0,0,1,71.73,44,24,1
0,47,2,1,133.33,25,22,3
0,10,0,1,91.8,7,12,2
0,206,1,1,55.25,44,27,5
0,117,1,1,116.05,28,8,3
0,239,0,1,85.5,44,28,2
0,26,0,1,83.3,5,4,2
0,114,0,1,129.0,18,2,10
1,153,0,0,60.0,32,3,2
0,96,0,0,52.36,11,12,7
0,0,1,1,129.0,38,16,2
0,0,0,1,58.0,6,6,1
0,269,0,2,92.1,31,24,6
1,109,0,2,75.0,9,21,1
0,200,0,3,106.0,23,4,1
0,25,0,1,74.8,6,5,5
0,18,1,1,88.0,4,22,1
0,0,0,1,4.0,4,25,1
0,19,4,1,260.0,31,5,1
0,8,0,5,65.0,40,29,3
0,80,1,2,93.25,31,25,1
0,2,0,3,139.0,22,25,1
0,10,0,1,108.0,9,3,2
0,198,1,2,54.0,18,5,2
1,524,0,0,62.8,51,15,2
0,15,0,5,66.0,48,27,2
0,100,0,1,88.74,53,26,4
0,180,1,1,112.5,32,9,6
0,23,1,2,110.5,36,4,2
0,82,3,3,112.5,31,3,4
0,135,1,1,38.5,3,19,4
1,112,0,2,95.0,14,4,2
0,208,0,1,80.75,31,30,2
0,28,1,1,205.0,31,3,2
0,264,1,1,101.0,22,2,5
0,23,1,1,147.0,31,3,3
1,113,0,5,100.0,23,31,3
0,57,3,1,85.5,44,28,2
0,196,3,1,81.81,28,4,10
0,14,2,1,131.43,42,13,5
0,39,0,2,112.0,10,6,2
0,90,0,2,110.7,28,6,10
0,157,1,1,104.23,39,18,5
0,84,0,3,160.0,32,6,1
0,94,1,3,115.0,29,18,5
0,139,0,1,70.4,12,22,5
0,33,1,3,79.35,40,1,2
0,2,1,1,109.0,24,9,1
0,49,1,1,134.1,27,29,4
1,109,0,2,75.0,9,21,1
0,78,0,1,90.9,45,30,0
0,37,0,1,94.71,27,1,4
0,83,1,1,171.0,16,17,2
0,112,1,1,198.0,26,25,3
0,182,1,3,0.0,28,12,0
0,131,0,0,55.0,42,9,0
0,211,0,0,85.0,20,14,1
0,142,0,3,93.15,43,16,5
0,21,0,1,80.0,8,21,2
1,349,0,0,62.0,40,1,2
0,275,2,1,84.55,14,6,3
1,41,0,0,85.0,8,20,1
0,10,0,1,89.59,49,3,3
0,386,1,2,115.0,44,23,0
1,379,0,0,62.0,44,31,1
0,57,1,2,105.0,46,11,2
0,13,0,3,71.0,5,28,3
0,90,0,3,98.0,18,6,6
0,121,2,1,121.5,30,17,1
0,45,1,0,65.0,25,17,2
0,58,1,1,120.0,26,27,1
1,201,0,0,30.0,45,5,1
0,114,1,1,159.0,26,30,3
0,153,2,1,120.0,15,9,4
0,103,0,0,95.0,19,4,3
0,40,0,0,55.0,3,16,2
0,21,0,1,204.0,30,17,4
0,26,0,2,120.0,24,8,1
0,0,0,3,0.0,51,19,1
1,34,0,2,90.0,50,8,2
0,131,1,1,105.3,28,4,2
0,72,0,0,73.33,6,6,1
0,34,3,1,95.27,28,10,5
0,319,0,2,90.0,25,24,1
0,113,1,1,78.31,18,26,2
0,95,0,2,90.95,21,16,1
0,0,1,1,190.0,21,23,2
0,11,1,1,0.0,4,22,0
0,103,1,2,113.05,53,27,3
0,336,0,0,70.0,38,15,3
0,139,0,1,105.81,23,29,5
0,72,0,0,85.67,44,28,3
0,1,1,1,70.0,19,4,1
0,22,2,1,107.0,41,6,4
1,210,0,0,96.0,29,15,2
0,112,1,3,246.0,31,30,3
0,158,0,1,126.0,35,31,2
1,56,0,0,60.0,5,1,3
0,210,3,1,108.3,34,17,3
0,34,0,0,75.0,49,27,1
0,4,0,1,208.8,34,14,1
0,2,1,3,202.0,36,31,1
1,277,0,0,48.5,41,5,10
1,594,0,0,59.0,8,23,1
0,71,2,1,79.2,45,3,1
0,23,1,1,114.0,42,11,0
0,58,1,1,153.3,34,20,4
0,0,0,3,79.0,6,1,2
0,43,0,3,95.0,20,11,1
0,7,0,0,29.0,9,2,3
0,423,0,2,95.5,29,22,1
0,43,1,1,105.0,15,14,2
0,103,0,2,39.04,19,1,7
0,6,2,1,97.02,42,11,1
0,111,0,2,72.25,34,16,2
0,68,1,1,72.07,1,3,3
0,315,0,1,99.9,28,15,1
0,0,0,3,80.0,40,28,0
0,14,0,1,147.5,18,29,2
0,151,0,0,95.0,12,20,1
0,0,0,3,131.0,15,13,1
0,40,0,0,55.0,3,16,2
0,82,1,2,60.0,51,19,1
0,3,1,1,36.96,6,9,2
0,23,0,1,220.0,28,12,1
0,7,1,1,160.0,23,6,1
1,164,0,0,160.0,20,15,2
0,85,2,1,180.3,30,18,5
0,92,0,2,90.0,46,11,1
0,62,1,1,39.26,53,27,0
0,0,0,1,260.0,19,10,1
0,59,1,0,90.0,6,6,2
0,94,2,1,182.0,30,21,3
0,14,1,1,124.0,36,31,1
0,100,2,1,85.0,52,25,1
0,0,0,5,228.0,28,11,1
0,3,0,6,95.0,46,10,2
0,152,0,2,84.8,26,25,5
1,350,0,0,130.0,25,17,2
0,211,0,1,133.74,33,19,5
0,30,2,1,84.55,36,30,4
0,60,1,3,128.0,15,9,2
1,384,0,0,65.0,30,20,2
1,391,0,0,65.0,31,27,2
0,542,0,0,22.4,40,26,7
0,49,2,1,115.4,37,9,4
0,254,0,0,89.96,37,12,2
0,157,0,1,140.4,34,24,5
0,147,0,2,70.48,37,10,5
0,52,1,1,78.3,8,19,2
0,9,1,1,232.57,34,26,5
0,286,0,0,62.8,31,30,2
0,119,0,1,90.9,16,15,2
0,89,0,1,135.0,16,19,3
0,164,1,1,185.0,28,9,4
0,24,0,2,70.0,34,19,3
0,2,0,5,67.0,51,16,1
1,78,0,0,90.0,17,29,1
0,37,1,1,95.4,10,1,4
0,115,1,3,222.0,35,23,3
0,9,0,1,123.33,25,12,1
0,0,1,1,49.0,8,15,1
1,258,0,2,110.0,43,16,0
0,79,0,1,105.61,53,26,3
0,7,0,3,75.0,34,18,4
1,210,0,2,130.0,25,19,3
0,115,2,1,135.9,25,14,3
0,151,0,2,70.0,4,19,2
0,25,0,2,65.0,48,22,3
0,177,0,1,130.5,25,23,2
0,26,0,2,77.0,43,19,2
0,198,2,1,222.0,30,27,5
1,226,0,2,105.0,24,16,2
0,48,0,2,108.0,31,27,3
0,35,0,1,81.9,11,7,2
0,1,0,3,209.0,35,27,3
0,83,1,1,190.0,29,22,2
0,88,0,3,125.1,19,2,0
0,47,0,2,85.5,43,18,3
0,19,2,1,221.0,32,3,4
0,72,1,2,60.0,7,12,2
0,147,0,3,85.0,8,15,4
0,13,1,1,94.0,8,18,2
0,151,1,2,134.1,32,2,6
0,20,2,1,115.0,16,19,2
0,13,1,2,85.0,13,20,0
0,195,0,2,48.0,38,17,2
0,103,0,2,95.0,19,4,3
1,278,0,0,65.0,33,11,1
1,173,0,0,140.0,24,11,3
0,40,0,0,55.0,3,16,1
0,154,1,1,120.7,28,7,3
0,34,1,1,125.0,23,6,6
0,27,0,2,95.0,20,9,2
0,0,0,1,91.33,8,25,1
0,133,3,1,151.2,42,10,0
0,270,0,1,32.4,12,13,5
0,418,0,2,75.0,40,26,2
0,31,0,2,107.2,30,25,5
0,37,0,2,96.3,18,30,3
0,237,2,1,90.95,43,17,3
0,90,0,2,85.0,16,17,2
0,48,0,1,194.0,31,25,2
0,275,0,0,74.45,16,10,5
0,42,1,1,80.0,39,19,0
1,44,0,0,126.0,37,10,2
0,16,0,0,65.0,42,15,3
1,393,0,0,72.0,41,8,2
1,280,0,2,110.0,39,19,2
0,51,1,1,160.0,21,26,2
0,328,1,1,164.0,32,3,3
1,113,0,0,72.0,1,2,1
0,4,0,2,70.0,51,16,1
0,30,0,3,36.0,2,9,5
0,31,1,2,75.0,16,21,3
0,243,2,1,159.3,20,18,3
0,239,2,1,93.6,22,1,10
0,3,0,2,85.0,7,13,1
0,6,0,3,109.0,37,7,0
0,129,0,2,41.4,21,21,1
0,98,1,1,85.0,19,12,2
0,50,1,1,206.0,34,20,1
0,4,0,2,34.0,2,14,1
0,100,0,0,62.0,44,31,1
0,4,0,5,57.0,23,31,1
1,92,0,2,100.0,13,26,1
1,166,0,2,110.0,45,1,3
0,35,0,2,60.0,3,13,4
0,38,0,5,85.0,49,2,2
0,231,0,0,101.0,19,9,4
0,51,1,1,160.0,24,16,2
0,259,0,2,99.0,28,7,5
1,28,0,0,95.0,9,2,3
1,605,0,0,60.0,43,17,2
0,3,0,1,240.0,42,11,1
0,120,3,1,54.8,53,26,3
0,55,0,1,129.0,25,12,0
0,171,1,1,152.1,28,15,3
0,1,2,1,121.0,17,22,2
0,127,1,1,171.0,22,28,2
0,304,0,2,85.3,26,20,10
0,288,1,1,123.3,27,7,1
0,17,0,2,26.0,50,6,0
0,0,0,1,98.0,32,7,1
0,38,0,0,109.0,41,6,3
1,155,0,2,130.0,15,13,3
0,263,1,0,105.0,25,23,2
0,123,1,1,63.28,47,13,0
0,20,0,5,67.0,5,29,0
0,1,0,5,80.0,5,31,1
0,114,0,5,58.0,40,28,1
0,8,0,1,147.0,8,17,2
0,43,0,1,116.28,8,23,8
0,258,0,0,62.8,27,2,2
1,105,0,2,160.0,20,19,2
0,4,0,3,85.0,43,18,1
0,307,0,1,108.0,38,11,4
0,305,1,3,63.75,50,8,3
0,257,0,3,231.6,33,18,5
0,9,0,5,75.0,33,11,1
0,86,1,1,85.5,18,27,1
0,13,2,1,186.67,23,5,2
0,22,1,3,247.0,34,20,5
0,35,1,1,210.0,30,26,3
0,29,0,2,66.0,7,9,3
1,150,0,5,106.0,31,25,4
1,462,0,0,78.0,21,25,3
0,11,0,3,246.0,36,28,2
0,35,1,1,193.67,23,5,5
0,0,1,4,0.0,49,2,1
0,55,0,1,67.44,47,19,5
0,27,0,0,99.0,41,6,3
0,120,0,1,111.6,31,5,3
0,127,2,1,117.0,24,16,2
0,0,0,3,67.0,32,6,1
0,18,1,1,103.18,45,30,0
0,0,2,3,45.0,5,29,0
0,177,1,1,99.0,40,26,4
0,149,0,0,130.0,25,24,1
0,89,2,1,72.25,48,23,2
0,383,0,0,48.0,41,6,3
0,295,0,0,62.8,32,8,1
0,73,2,1,140.0,50,5,2
0,134,0,0,75.0,8,25,1
0,61,1,2,107.2,52,24,3
0,68,0,1,58.57,40,30,5
0,0,2,1,133.0,33,11,3
0,94,1,1,85.5,16,13,2
0,0,0,1,54.4,7,14,2
0,40,0,1,175.0,43,21,2
0,32,0,1,149.4,13,25,2
0,209,0,2,93.0,36,29,3
0,48,0,3,84.0,8,25,1
0,266,1,1,45.8,3,15,0
0,1,2,1,135.0,53,31,1
0,92,1,1,95.59,19,9,3
0,152,1,1,114.3,33,10,2
1,327,0,0,62.0,37,9,2
0,192,0,2,0.0,39,25,3
0,0,1,3,165.0,23,8,3
0,24,0,5,48.0,45,3,10
0,4,0,2,110.7,13,28,1
0,9,2,1,166.25,44,28,4
0,199,2,1,79.2,9,28,2
0,207,0,2,48.0,40,29,2
0,85,2,1,190.0,33,17,2
0,215,0,1,99.45,34,20,5
0,30,0,1,211.0,33,10,2
0,5,1,3,83.0,41,4,1
0,98,0,1,118.17,30,20,5
0,120,0,1,131.33,52,23,5
0,15,0,1,182.14,40,1,1
0,77,1,1,99.9,45,30,0
0,3,0,1,141.0,26,25,1
0,13,1,5,100.0,38,15,1
0,101,0,1,135.0,21,21,1
1,115,0,0,70.0,13,20,0
0,223,1,1,133.2,16,17,0
0,166,1,1,94.5,32,6,1
0,8,1,1,71.0,43,18,2
0,117,0,2,63.61,23,29,5
0,7,0,1,49.6,21,23,2
0,45,2,1,96.3,44,30,2
1,233,0,0,105.0,25,23,2
0,233,1,1,92.0,17,29,4
0,11,1,1,130.0,45,5,1
0,66,0,2,37.0,13,21,4
0,12,1,1,58.8,3,11,4
0,257,0,0,91.0,19,9,4
0,198,2,1,93.6,11,17,2
0,10,2,1,118.0,27,6,1
0,39,1,1,108.75,41,9,6
0,168,0,0,50.0,37,11,2
0,285,0,0,0.0,42,13,0
0,4,0,3,67.0,35,23,4
0,257,0,2,80.0,27,1,2
0,210,0,2,0.0,41,8,3
0,8,0,2,74.8,39,23,4
0,36,1,1,67.5,7,13,1
0,3,0,5,79.2,34,17,5
1,186,0,0,130.0,22,30,2
0,0,1,1,91.0,46,9,0
0,15,1,1,80.4,1,6,2
0,12,0,3,146.0,28,9,2
0,39,1,1,68.61,26,21,3
0,12,0,4,0.0,4,18,0
0,2,0,5,37.0,42,12,2
0,47,0,0,72.0,43,18,1
0,141,2,1,102.6,9,3,2
0,38,0,1,71.82,13,26,2
0,151,1,2,82.45,29,11,1
0,5,0,3,168.6,25,13,1
0,26,3,3,121.0,17,23,5
0,70,0,2,50.85,18,2,5
1,267,0,0,62.0,14,31,2
0,98,0,2,59.5,53,29,3
0,29,0,3,40.0,12,16,3
0,132,2,1,162.0,39,22,3
0,72,0,2,41.4,15,9,5
0,151,0,2,80.0,4,19,3
0,0,0,4,0.0,50,10,1
0,3,1,1,48.0,4,23,1
0,55,2,1,79.2,46,9,4
0,70,1,1,125.1,38,15,1
0,40,0,2,64.0,49,1,5
0,56,1,1,95.4,6,11,1
0,55,0,0,120.0,23,29,1
0,131,0,2,94.5,33,15,1
0,14,1,2,118.0,9,22,3
0,53,1,0,62.0,35,24,1
0,5,1,1,126.0,17,20,3
0,24,1,1,64.0,7,7,0
0,36,0,0,6.0,43,20,3
0,7,1,1,145.0,29,11,0
0,12,1,1,229.0,35,22,2
1,233,0,2,120.0,38,18,1
0,9,1,1,120.0,28,12,1
0,126,2,2,34.85,22,23,10
0,98,0,3,150.0,34,20,4
0,70,1,1,108.0,12,24,2
1,411,0,0,71.1,22,31,4
0,3,0,3,191.0,27,30,2
0,1,1,3,43.2,5,3,1
0,46,0,0,62.0,34,17,1
0,6,2,1,175.0,34,18,2
0,160,1,3,46.98,44,26,4
0,32,3,1,234.0,33,17,3
0,45,1,1,108.8,27,2,3
0,0,0,1,108.0,13,26,0
0,241,1,1,157.5,33,7,4
0,0,0,2,0.0,21,17,0
0,518,0,0,0.0,34,26,1
0,247,1,2,115.0,24,6,1
0,167,0,1,96.3,35,26,2
0,150,0,1,257.0,34,21,2
0,126,1,1,130.5,16,17,4
0,53,0,0,65.0,47,18,4
0,18,2,1,241.48,31,5,1
0,14,0,3,36.0,44,28,2
0,19,0,3,127.15,28,6,2
0,107,0,2,80.0,22,1,3
0,75,1,3,71.1,11,12,1
1,109,0,2,75.0,9,21,1
0,13,0,3,160.0,25,22,1
0,94,0,3,99.9,24,6,5
0,11,0,2,60.0,13,31,2
0,20,0,2,80.0,53,27,2
0,13,1,1,89.0,3,21,1
0,0,0,3,89.0,8,20,1
0,217,1,1,58.0,19,12,2
0,10,2,1,164.0,38,11,1
0,7,0,1,74.8,5,2,3
0,117,1,1,114.3,19,6,2
0,10,2,1,80.0,34,21,2
0,26,1,1,104.0,47,19,1
0,3,1,1,31.45,4,27,2
0,85,1,1,72.25,14,28,5
0,151,2,1,168.3,29,10,1
0,40,0,1,166.0,28,11,5
0,336,0,2,78.0,39,21,4
0,10,1,2,95.0,36,1,1
0,55,0,2,104.0,15,6,1
0,80,0,1,102.6,53,26,2
1,368,0,0,90.0,26,28,3
0,168,0,0,60.0,37,11,2
0,255,1,1,84.43,42,12,4
0,39,1,1,73.81,46,11,3
1,278,0,0,84.0,30,22,2
0,317,3,1,102.71,28,6,5
0,18,1,1,165.0,16,13,2
0,3,0,4,0.0,27,27,0
0,76,0,1,118.67,35,27,3
0,8,2,1,181.5,31,31,2
0,144,0,0,62.0,11,14,14
0,216,0,1,30.24,12,19,2
0,21,1,3,222.2,33,13,3
0,112,0,1,155.0,32,10,3
0,31,0,1,98.1,22,22,0
0,47,1,1,185.96,33,10,6
0,44,0,1,73.8,28,15,1
0,62,1,2,116.1,13,31,2
0,90,0,1,126.0,24,11,0
0,17,2,3,101.5,49,4,2
0,4,0,1,74.69,49,4,2
1,67,0,0,80.0,7,12,0
0,105,1,1,93.6,52,20,1
0,0,1,3,62.0,42,12,2
0,218,1,1,100.0,36,1,5
0,44,0,3,92.0,30,19,2
1,229,0,1,80.75,43,22,2
0,233,0,1,89.1,28,10,5
0,12,1,1,102.85,4,23,3
0,59,0,5,45.0,41,8,3
0,192,0,1,103.5,4,27,2
0,23,0,0,104.0,16,22,5
0,54,0,1,130.05,17,20,3
0,6,0,2,0.0,4,19,0
0,5,1,1,84.0,50,8,1
0,15,1,2,84.0,37,8,3
0,42,0,1,160.0,28,12,1
0,182,1,1,97.71,36,3,1
1,490,0,2,90.0,30,29,1
0,2,0,5,35.0,7,15,1
0,157,2,2,80.75,36,28,2
1,283,0,0,62.0,31,27,1
0,130,1,2,87.64,43,24,5
0,0,0,3,160.0,32,7,0
0,148,3,1,100.33,1,2,1
0,14,0,1,153.03,41,4,5
0,320,1,2,115.0,34,18,2
0,27,0,2,87.0,11,6,2
1,80,0,2,90.0,13,31,2
1,112,0,0,64.0,14,30,2
0,76,0,2,120.0,42,10,0
1,102,0,2,101.5,42,16,2
0,28,2,1,156.25,16,11,3
0,21,2,1,82.88,2,12,3
0,1,0,3,133.0,37,7,0
0,36,1,2,62.8,49,4,2
0,1,1,3,115.0,19,3,3
0,261,0,2,68.4,22,3,5
0,6,0,2,0.0,50,10,2
0,297,0,3,102.1,29,21,2
0,47,0,1,91.8,11,10,3
0,104,0,1,190.0,28,10,0
0,45,0,1,150.0,25,19,3
0,1,1,1,153.0,33,9,3
0,28,1,1,195.0,32,1,4
0,11,0,6,95.0,20,9,10
0,48,1,2,42.5,44,25,5
0,1,3,1,252.0,31,1,1
0,0,0,3,110.0,19,13,1
0,125,1,2,71.0,17,18,2
0,354,1,3,140.64,30,23,10
0,219,2,1,108.0,19,9,2
0,48,0,5,76.0,26,26,3
1,71,0,2,120.0,25,14,3
0,247,0,2,109.0,24,6,1
0,114,0,0,78.0,7,15,4
0,38,2,1,157.5,42,14,2
0,19,0,0,62.0,30,25,2
1,146,0,0,46.0,10,9,3
0,68,1,1,118.8,18,26,2
0,21,1,1,115.0,16,18,1
0,0,1,3,108.0,42,14,1
0,0,0,1,37.45,11,8,1
0,28,3,3,114.4,46,11,2
0,0,0,3,104.0,13,30,1
0,2,0,6,95.0,24,11,1
0,72,0,0,73.33,6,6,1
0,28,1,1,160.0,21,22,2
0,29,1,1,139.0,33,8,0
0,0,1,1,117.04,41,9,2
0,1,0,1,64.14,2,4,0
0,265,0,0,62.8,28,9,2
0,5,1,1,39.0,52,20,0
0,12,0,1,77.0,3,15,2
0,276,3,1,123.3,28,9,1
0,225,0,1,71.91,53,29,3
1,105,0,2,160.0,20,19,2
0,76,0,1,38.4,45,31,5
0,84,3,1,126.0,18,5,2
0,52,0,2,29.0,46,12,3
1,44,0,2,75.0,8,17,3
0,86,2,3,79.2,47,18,2
0,1,0,5,46.0,6,4,1
0,23,1,1,111.33,40,30,3
0,95,2,1,108.0,41,8,2
0,28,2,3,125.1,32,4,1
0,107,1,1,61.09,53,26,3
0,36,2,1,88.0,48,25,2
1,420,0,0,75.0,36,3,2
0,48,1,1,319.0,30,26,4
0,5,0,3,39.0,2,9,3
1,263,1,1,80.1,21,25,3
0,2,0,5,105.0,52,21,1
0,18,1,1,44.71,5,29,5
0,29,0,2,126.48,10,6,3
0,2,0,1,0.0,51,14,0
0,1,0,1,96.0,35,29,1
0,91,4,1,178.5,14,2,2
1,263,0,2,110.0,43,21,2
0,22,2,1,58.24,3,19,4
0,20,0,0,62.0,30,22,2
0,98,1,1,86.7,15,9,2
0,73,0,2,68.5,37,11,1
0,10,1,1,80.0,23,30,1
0,13,0,3,139.0,15,10,0
0,139,1,1,118.0,22,24,4
0,1,2,1,159.38,46,8,4
0,5,2,1,139.5,31,31,1
0,53,0,2,75.0,46,11,2
0,1,2,4,0.0,13,22,1
0,44,3,2,85.5,36,28,3
0,47,2,1,58.94,6,31,2
0,162,0,1,105.3,27,1,2
0,267,1,1,73.37,39,19,5
1,326,0,0,60.0,37,8,1
0,55,0,0,62.0,35,26,2
0,4,1,1,164.0,28,10,3
0,71,1,1,32.22,1,1,2
0,385,0,0,55.0,43,19,4
0,70,1,1,131.4,1,1,0
1,68,0,0,75.0,8,17,2
0,65,0,1,188.71,33,15,5
0,336,0,0,60.0,38,15,3
0,107,0,1,126.0,26,29,3
0,3,1,1,65.0,2,11,2
0,8,1,1,261.0,33,10,2
0,8,0,5,30.0,3,13,1
0,222,0,0,80.0,38,14,1
0,180,0,3,187.52,29,22,5
0,14,2,1,119.0,17,21,2
0,0,2,1,99.0,2,13,1
0,167,1,1,105.83,28,8,2
1,229,0,0,110.0,28,12,4
0,20,1,1,231.0,32,6,1
0,28,0,1,250.0,35,28,2
0,18,0,2,78.85,15,10,5
1,92,0,0,170.0,40,30,1
0,132,2,1,82.0,37,10,2
0,83,1,1,76.5,32,5,4
0,60,0,2,62.0,40,29,4
0,0,0,3,48.0,8,20,0
0,81,2,1,76.5,50,6,0
0,11,1,1,163.63,46,8,4
1,34,0,2,90.0,50,8,2
0,88,1,2,72.0,16,18,5
0,153,1,2,96.9,28,3,3
0,80,0,1,80.1,28,15,1
0,50,1,2,52.0,3,14,3
0,15,0,1,46.4,48,27,2
0,95,0,0,0.0,17,20,2
0,14,0,1,74.48,13,29,2
0,222,0,0,80.0,38,14,1
1,157,0,0,130.0,18,1,3
0,80,0,2,136.0,41,9,2
0,278,0,0,62.0,30,22,2
1,38,0,5,75.0,2,14,1
1,186,0,0,130.0,22,30,2
0,11,0,1,98.0,7,18,1
0,134,0,0,75.0,8,25,1
0,100,1,1,136.0,21,19,3
0,88,1,1,149.4,38,15,3
1,336,0,2,80.0,38,18,2
0,205,1,1,117.0,26,27,3
0,104,0,2,80.75,39,18,1
0,173,1,1,89.1,29,18,3
0,234,1,3,119.0,35,26,2
1,304,0,0,74.0,23,8,3
0,4,1,1,128.0,5,3,1
0,8,0,0,82.0,41,6,3
0,98,2,1,125.0,34,21,3
0,128,1,1,117.0,26,26,4
0,66,1,0,80.0,10,10,2
0,231,1,2,147.33,30,25,5
1,260,0,0,62.0,27,4,2
0,11,1,3,154.0,30,28,2
0,5,0,3,73.0,6,10,2
0,35,1,1,109.3,29,16,4
0,84,2,1,160.0,19,9,5
0,0,0,3,0.0,9,1,1
0,342,0,0,38.0,40,29,4
0,0,0,2,91.2,37,8,1
0,33,1,1,157.5,41,5,4
0,4,0,0,62.0,48,27,2
0,118,0,2,110.0,24,6,3
0,270,0,2,55.8,10,5,2
0,151,1,1,126.0,18,3,2
0,154,0,2,132.85,29,18,5
1,297,0,0,62.0,33,10,1
0,150,2,1,73.71,23,4,5
0,90,0,3,195.0,35,24,8
1,412,0,0,59.0,35,25,1
0,2,1,1,85.03,7,11,3
0,56,2,1,39.0,52,25,2
0,6,0,5,65.0,14,29,4
0,2,1,1,138.67,37,12,1
1,87,0,0,95.0,15,15,2
0,187,0,2,41.09,11,6,5
0,4,0,1,38.4,2,13,1
0,1,1,1,43.88,47,15,1
1,166,0,2,110.0,45,1,3
0,76,0,1,135.0,18,6,2
0,82,0,1,134.0,34,17,3
0,3,1,1,86.0,6,1,2
0,194,1,2,102.25,35,22,2
1,253,0,2,90.0,19,4,4
0,97,1,1,110.5,18,25,3
0,1,2,3,116.0,15,11,2
0,47,2,1,109.8,36,30,4
0,151,3,1,187.0,21,23,4
0,14,0,2,26.1,9,22,2
1,239,0,2,112.2,25,15,2
0,24,1,1,216.67,34,23,4
0,32,0,2,129.0,28,9,2
0,8,2,1,132.6,21,21,1
0,41,0,1,114.3,11,12,1
0,52,1,1,195.0,33,7,2
0,12,1,1,119.0,31,1,1
0,115,0,2,58.95,19,5,5
0,211,0,1,90.95,35,25,3
0,116,1,1,103.7,5,4,3
0,0,0,1,140.0,45,30,0
0,151,0,2,80.0,4,19,3
0,423,0,2,95.5,29,22,1
1,279,0,0,65.0,43,21,2
0,155,1,3,215.0,30,21,5
0,26,2,1,86.0,47,19,1
1,278,0,0,62.0,30,22,2
0,151,0,0,95.0,12,20,1
0,138,1,1,97.33,28,3,2
0,102,1,1,55.33,52,23,2
0,205,2,1,300.4,31,2,4
0,152,0,0,48.0,14,5,4
0,5,0,5,95.0,35,23,3
0,37,0,2,95.0,42,13,3
0,165,0,0,136.5,53,30,4
0,146,0,2,75.0,53,29,3
0,30,0,2,81.0,48,25,2
0,54,2,1,74.15,40,3,3
1,103,0,2,115.0,17,19,2
0,99,0,5,81.0,8,19,1
0,113,1,1,78.0,14,31,3
0,191,0,2,95.0,26,23,3
0,233,2,1,107.1,21,25,3
1,86,0,0,85.0,4,22,1
0,2,1,1,176.0,29,15,2
0,93,0,1,139.5,15,15,2
0,25,0,5,40.0,45,4,9
0,150,0,1,140.0,22,28,0
1,231,0,2,57.6,40,30,2
0,312,0,0,62.0,35,25,4
0,3,0,1,74.8,5,4,5
0,33,0,1,73.1,10,2,4
0,97,1,1,115.2,17,29,1
0,28,0,5,80.0,37,9,1
0,7,2,1,165.0,26,19,0
0,2,0,3,39.0,44,28,1
1,158,0,0,130.0,22,24,2
0,326,0,2,53.54,38,12,10
0,80,0,1,84.95,9,24,2
0,127,0,2,116.1,40,29,1
0,8,0,2,37.7,49,5,5
0,165,0,1,146.7,33,12,2
0,62,1,1,48.5,11,15,4
0,258,3,1,95.56,9,1,4
1,305,0,2,89.0,45,4,2
0,105,2,1,117.0,14,5,4
0,71,2,1,117.0,15,14,1
0,129,0,1,126.9,23,2,3
0,108,0,1,108.0,22,1,1
0,5,1,1,133.1,22,28,2
0,4,1,5,41.0,6,1,0
0,0,1,4,0.0,37,5,2
1,232,0,0,30.0,48,26,1
1,267,0,2,95.0,40,30,2
0,156,0,2,89.1,31,2,3
0,2,0,2,95.0,48,24,1
0,45,0,3,101.7,13,23,2
0,202,0,1,109.8,43,22,1
0,83,2,1,210.6,24,10,2
0,88,2,1,230.0,29,20,1
0,337,0,0,67.99,42,9,5
0,88,1,1,150.0,27,6,3
0,0,0,3,43.0,50,9,1
0,135,0,3,99.0,17,24,2
1,85,0,0,75.0,4,22,1
0,51,1,1,139.5,41,8,1
0,39,0,1,91.13,1,1,2
0,12,1,1,87.0,49,29,0
0,241,0,2,112.63,29,17,3
0,256,2,1,45.9,13,30,3
0,209,0,2,58.95,36,2,5
0,241,1,1,132.33,19,12,2
0,26,1,1,55.0,53,27,0
0,31,0,0,93.0,17,23,4
0,23,0,2,42.0,5,3,2
0,136,0,2,161.6,30,23,5
0,1,1,3,85.0,18,5,1
0,29,0,1,229.6,23,7,2
0,73,0,1,169.0,36,2,1
0,336,0,2,78.0,39,21,4
1,210,0,2,130.0,25,19,3
0,215,1,3,103.53,24,6,4
0,27,1,1,68.0,11,16,1
0,67,1,1,95.76,24,12,2
0,47,1,1,132.55,25,24,1
0,7,1,3,161.0,15,7,2
0,204,1,1,90.95,30,18,8
0,141,0,2,80.1,15,13,3
0,59,0,0,62.0,6,6,2
0,177,0,2,90.9,45,30,1
0,21,2,1,152.0,27,8,3
0,1,2,1,60.0,53,27,0
0,2,2,1,60.0,7,17,2
